id	node1	label	node2
Q6649673-P571-1	Q6649673	P571	^2000-00-00T00:00:00Z/9
Q6923815-P571-1	Q6923815	P571	^1835-01-01T00:00:00Z/9
Q695-P571-1	Q695	P571	^1994-00-00T00:00:00Z/9
Q7077636-P571-1	Q7077636	P571	^1989-00-00T00:00:00Z/9
Q717-P571-1	Q717	P571	^1811-01-01T00:00:00Z/9
Q720479-P571-1	Q720479	P571	^1889-01-01T00:00:00Z/9
Q750-P571-1	Q750	P571	^1825-01-01T00:00:00Z/9
Q75438-P571-1	Q75438	P571	^1856-00-00T00:00:00Z/9
Q756617-P571-1	Q756617	P571	^0800-00-00T00:00:00Z/6
Q801-P571-1	Q801	P571	^1948-05-14T00:00:00Z/11
Q805734-P571-1	Q805734	P571	^1990-01-01T00:00:00Z/9
Q822-P571-1	Q822	P571	^1943-11-22T00:00:00Z/11
Q837-P571-1	Q837	P571	^1768-01-01T00:00:00Z/9
Q865859-P571-1	Q865859	P571	^1846-00-00T00:00:00Z/9
Q869-P571-2	Q869	P571	^1238-00-00T00:00:00Z/9
Q869-P571-1	Q869	P571	^1768-12-28T00:00:00Z/11
Q869095-P580-1	Q869095	P580	^-3500-00-00T00:00:00Z/7
Q894558-P571-1	Q894558	P571	^1985-01-01T00:00:00Z/9
Q916-P571-1	Q916	P571	^1975-01-01T00:00:00Z/9
Q9180082-P571-1	Q9180082	P571	^1994-00-00T00:00:00Z/9
Q93552342-P571-1	Q93552342	P571	^1998-02-13T00:00:00Z/11
Q93557205-P571-1	Q93557205	P571	^2001-10-00T00:00:00Z/10
Q93558270-P571-1	Q93558270	P571	^2013-06-00T00:00:00Z/10
Q93559285-P571-1	Q93559285	P571	^2003-06-00T00:00:00Z/10
Q93560567-P571-1	Q93560567	P571	^2017-01-00T00:00:00Z/10
Q93560976-P571-1	Q93560976	P571	^2014-00-00T00:00:00Z/9
Q93561941-P571-1	Q93561941	P571	^2012-10-12T00:00:00Z/11
Q948-P571-1	Q948	P571	^1956-03-20T00:00:00Z/11
Q94996711-P569-1	Q94996711	P569	^1866-06-06T00:00:00Z/11
Q94996711-P570-1	Q94996711	P570	^1942-04-16T00:00:00Z/11
Q96-P571-3	Q96	P571	^1810-09-16T00:00:00Z/11
Q96-P571-4	Q96	P571	^1820-00-00T00:00:00Z/8
Q96-P571-2	Q96	P571	^1821-09-28T00:00:00Z/11
Q96-P571-1	Q96	P571	^1836-12-00T00:00:00Z/10
Q97412285-P571-1	Q97412285	P571	^2020-07-16T00:00:00Z/11
